Restaurant_ID,Location,Cuisine,Cost_for_Two,Rating,Votes,Review_Keywords
REST-2685,Koramangala,Continental,627,4.0,151,Average Experience
REST-2686,Koramangala,Chinese,710,3.7,79,Average Experience
REST-2687,Koramangala,Continental,267,3.5,72,Average Experience
REST-2688,Jayanagar,Biryani,392,3.0,82,Bad Service
REST-2689,Koramangala,South Indian,671,4.7,2385,Crowded
REST-2690,Indiranagar,South Indian,200,3.7,116,Average Experience
REST-2691,Indiranagar,Continental,970,3.7,295,Average Experience
REST-2692,Jayanagar,Healthy/Salad,421,3.9,133,Average Experience
REST-2693,Whitefield,Chinese,556,3.2,69,"Bad Service, Slow Delivery"
REST-2694,Whitefield,South Indian,779,3.6,57,Slow Delivery
REST-2695,Koramangala,South Indian,691,4.4,511,Crowded
REST-2696,Indiranagar,Biryani,893,3.8,95,Average Experience
REST-2697,Koramangala,Biryani,362,3.8,239,Average Experience
REST-2698,Koramangala,Continental,855,4.3,995,Crowded
REST-2699,Indiranagar,Chinese,991,3.7,11,Average Experience
REST-2700,Indiranagar,North Indian,743,3.8,117,Average Experience
REST-2701,Whitefield,Biryani,514,4.3,1292,"Crowded, Slow Delivery"
REST-2702,HSR Layout,Biryani,545,3.8,26,Average Experience
REST-2703,Jayanagar,Continental,590,4.2,1363,Crowded
REST-2704,HSR Layout,Continental,342,4.3,2226,Crowded
REST-2705,Koramangala,Chinese,923,3.4,58,Bad Service
REST-2706,HSR Layout,Biryani,310,3.9,78,Average Experience
REST-2707,Koramangala,Chinese,1113,4.1,850,Crowded
REST-2708,Koramangala,North Indian,680,4.0,30,Average Experience
REST-2709,Koramangala,Chinese,797,3.7,19,Average Experience
REST-2710,Koramangala,Healthy/Salad,827,3.7,211,Average Experience
REST-2711,HSR Layout,Chinese,218,3.4,110,"Bad Service, Searching for Healthy"
REST-2712,Koramangala,Healthy/Salad,1123,3.5,221,Average Experience
REST-2713,Koramangala,Healthy/Salad,815,2.4,39,Bad Service
REST-2714,HSR Layout,Biryani,268,4.7,2423,"Crowded, Searching for Healthy"
REST-2715,Jayanagar,Healthy/Salad,539,3.9,22,Average Experience
REST-2716,HSR Layout,South Indian,494,4.1,1141,Crowded
REST-2717,Indiranagar,South Indian,581,4.2,1578,Crowded
REST-2718,Indiranagar,Continental,845,3.4,93,Bad Service
REST-2719,HSR Layout,North Indian,332,4.1,35,Oily
REST-2720,Indiranagar,Healthy/Salad,1110,3.7,110,Average Experience
REST-2721,Electronic City,Biryani,535,3.6,53,Average Experience
REST-2722,HSR Layout,North Indian,445,3.9,266,"Oily, Searching for Healthy"
REST-2723,Whitefield,North Indian,200,4.1,400,Slow Delivery
REST-2724,Jayanagar,Chinese,382,4.4,457,Average Experience
REST-2725,Indiranagar,Chinese,808,3.6,100,Average Experience
REST-2726,Koramangala,South Indian,707,3.9,41,Average Experience
REST-2727,Koramangala,Healthy/Salad,514,4.0,55,Average Experience
REST-2728,Koramangala,South Indian,774,4.1,425,Average Experience
REST-2729,Electronic City,South Indian,300,4.0,463,Average Experience
REST-2730,Koramangala,Biryani,447,3.3,108,Bad Service
REST-2731,Whitefield,North Indian,396,3.8,26,Slow Delivery
REST-2732,Whitefield,Chinese,457,3.7,28,Slow Delivery
REST-2733,Koramangala,Continental,967,4.7,323,Average Experience
REST-2734,Indiranagar,Chinese,893,3.4,144,Bad Service
REST-2735,Koramangala,Healthy/Salad,680,3.8,181,Average Experience
REST-2736,Koramangala,North Indian,1352,4.2,529,Crowded
REST-2737,Electronic City,South Indian,529,3.5,31,Average Experience
REST-2738,Koramangala,North Indian,762,3.9,216,Average Experience
REST-2739,Whitefield,Continental,339,4.4,364,Slow Delivery
REST-2740,Koramangala,Chinese,637,3.5,41,Average Experience
REST-2741,HSR Layout,Continental,766,3.8,18,Average Experience
REST-2742,Indiranagar,North Indian,902,4.0,153,Average Experience
REST-2743,Koramangala,North Indian,536,3.5,100,Average Experience
REST-2744,Electronic City,South Indian,200,3.5,331,Average Experience
REST-2745,HSR Layout,North Indian,200,3.3,257,"Bad Service, Oily"
REST-2746,Koramangala,South Indian,1045,3.6,131,Average Experience
REST-2747,Electronic City,North Indian,649,4.9,88,Average Experience
REST-2748,Koramangala,Continental,669,4.4,615,Crowded
REST-2749,Whitefield,Continental,200,4.4,1856,"Crowded, Slow Delivery"
REST-2750,Koramangala,Chinese,675,3.1,78,Bad Service
REST-2751,Jayanagar,Continental,200,4.0,37,Average Experience
REST-2752,Koramangala,South Indian,1170,3.5,14,Average Experience
REST-2753,Koramangala,North Indian,890,4.3,907,Crowded
REST-2754,Jayanagar,Chinese,415,3.8,18,Average Experience
REST-2755,Koramangala,Chinese,662,4.4,814,Crowded
REST-2756,Koramangala,North Indian,779,3.5,79,Average Experience
REST-2757,Indiranagar,Chinese,730,3.4,116,Bad Service
REST-2758,Whitefield,South Indian,713,4.0,255,Slow Delivery
REST-2759,Koramangala,South Indian,801,4.1,42,Average Experience
REST-2760,Indiranagar,Continental,706,3.4,62,Bad Service
REST-2761,Koramangala,South Indian,585,4.3,2764,Crowded
REST-2762,Koramangala,Healthy/Salad,791,3.3,57,Bad Service
REST-2763,Koramangala,South Indian,1029,4.2,380,Average Experience
REST-2764,Whitefield,South Indian,441,3.2,103,"Bad Service, Slow Delivery"
REST-2765,Koramangala,North Indian,697,3.8,152,Average Experience
REST-2766,Koramangala,North Indian,866,4.3,80,Average Experience
REST-2767,Indiranagar,Healthy/Salad,808,3.3,166,Bad Service
REST-2768,HSR Layout,Continental,832,3.7,52,Average Experience
REST-2769,Whitefield,Chinese,438,4.0,20,Slow Delivery
REST-2770,Whitefield,South Indian,470,4.9,1999,"Crowded, Slow Delivery"
REST-2771,Indiranagar,Healthy/Salad,723,4.2,153,Average Experience
REST-2772,Jayanagar,Biryani,226,4.0,28,Average Experience
REST-2773,HSR Layout,Chinese,411,4.9,1224,"Crowded, Searching for Healthy"
REST-2774,Whitefield,Chinese,748,3.2,35,"Bad Service, Slow Delivery"
REST-2775,HSR Layout,North Indian,301,4.3,1806,"Crowded, Oily"
REST-2776,HSR Layout,Chinese,390,4.1,3234,Crowded
REST-2777,Jayanagar,Continental,659,4.4,1310,Crowded
REST-2778,Whitefield,Chinese,225,4.0,129,Slow Delivery
REST-2779,Whitefield,Continental,434,2.9,139,"Bad Service, Slow Delivery"
REST-2780,Indiranagar,North Indian,946,2.9,14,Bad Service
REST-2781,HSR Layout,Chinese,872,4.0,2,Average Experience
REST-2782,Koramangala,Healthy/Salad,1052,3.3,86,Bad Service
REST-2783,Whitefield,Chinese,200,4.2,564,"Crowded, Slow Delivery"
REST-2784,Koramangala,Continental,935,4.0,19,Average Experience
REST-2785,Koramangala,Healthy/Salad,920,3.7,42,Average Experience
REST-2786,Electronic City,Continental,684,3.5,39,Average Experience
REST-2787,HSR Layout,Biryani,200,4.0,37,Searching for Healthy
REST-2788,Indiranagar,Continental,869,4.1,2047,Crowded
REST-2789,Indiranagar,North Indian,836,3.3,29,Bad Service
REST-2790,Indiranagar,South Indian,916,3.0,36,Bad Service
REST-2791,Indiranagar,Continental,1086,4.5,131,Average Experience
REST-2792,Whitefield,South Indian,463,4.5,523,"Crowded, Slow Delivery"
REST-2793,HSR Layout,Chinese,633,4.5,1428,"Crowded, Searching for Healthy"
REST-2794,Whitefield,Biryani,496,3.5,23,Slow Delivery
REST-2795,Koramangala,Healthy/Salad,1134,4.1,1061,Crowded
REST-2796,Koramangala,Biryani,683,3.9,185,Average Experience
REST-2797,Jayanagar,Chinese,406,4.8,952,Crowded
REST-2798,Koramangala,Chinese,737,3.6,74,Average Experience
REST-2799,Koramangala,Continental,1029,4.3,58,Average Experience
REST-2800,Koramangala,Biryani,831,4.5,1449,Crowded
REST-2801,HSR Layout,North Indian,337,3.8,77,Oily
REST-2802,Koramangala,North Indian,896,3.5,60,Average Experience
REST-2803,Whitefield,North Indian,562,3.2,84,"Bad Service, Slow Delivery"
REST-2804,Koramangala,North Indian,578,4.8,573,Crowded
REST-2805,HSR Layout,North Indian,200,3.4,164,"Bad Service, Oily"
REST-2806,Electronic City,Healthy/Salad,435,4.1,482,Average Experience
REST-2807,Koramangala,Healthy/Salad,1025,3.5,142,Average Experience
REST-2808,Jayanagar,South Indian,205,2.8,39,Bad Service
REST-2809,Indiranagar,Continental,894,3.3,37,Bad Service
REST-2810,Koramangala,North Indian,879,4.0,70,Average Experience
REST-2811,HSR Layout,Biryani,200,3.6,278,Average Experience
REST-2812,Koramangala,Continental,708,3.5,37,Average Experience
REST-2813,Koramangala,Continental,1226,3.6,378,Average Experience
REST-2814,Koramangala,Chinese,928,4.2,332,Average Experience
REST-2815,Koramangala,Chinese,733,4.0,232,Average Experience
REST-2816,HSR Layout,Biryani,704,3.7,227,Average Experience
REST-2817,Koramangala,Chinese,866,4.7,424,Average Experience
REST-2818,Indiranagar,North Indian,457,3.8,58,Average Experience
REST-2819,Jayanagar,Continental,437,3.9,98,Average Experience
REST-2820,Indiranagar,Biryani,721,3.5,105,Average Experience
REST-2821,Koramangala,North Indian,528,3.3,312,Bad Service
REST-2822,Indiranagar,Healthy/Salad,710,4.5,1337,Crowded
REST-2823,Electronic City,Healthy/Salad,556,3.0,17,Bad Service
REST-2824,Koramangala,North Indian,749,4.6,174,Average Experience
REST-2825,Indiranagar,Healthy/Salad,1293,4.0,72,Average Experience
REST-2826,Koramangala,Chinese,840,4.0,44,Average Experience
REST-2827,Koramangala,North Indian,690,4.1,611,Crowded
REST-2828,Electronic City,South Indian,548,4.5,798,Crowded
REST-2829,Koramangala,South Indian,685,3.0,99,Bad Service
REST-2830,Koramangala,Continental,762,3.5,72,Average Experience
REST-2831,HSR Layout,North Indian,832,3.7,49,"Oily, Searching for Healthy"
REST-2832,HSR Layout,South Indian,546,3.2,8,Bad Service
REST-2833,Koramangala,North Indian,389,4.8,2178,Crowded
REST-2834,HSR Layout,Chinese,200,4.5,257,Average Experience
REST-2835,Indiranagar,North Indian,737,4.6,118,Average Experience
REST-2836,Indiranagar,Healthy/Salad,759,3.6,366,Average Experience
REST-2837,Koramangala,Biryani,817,3.5,100,Average Experience
REST-2838,Indiranagar,South Indian,1299,4.3,93,Average Experience
REST-2839,Whitefield,South Indian,332,4.6,3235,"Crowded, Slow Delivery"
REST-2840,Koramangala,Chinese,1181,4.7,838,Crowded
REST-2841,Whitefield,Healthy/Salad,556,3.4,14,"Bad Service, Slow Delivery"
REST-2842,Indiranagar,South Indian,790,3.5,222,Average Experience
REST-2843,Indiranagar,South Indian,744,4.2,2543,Crowded
REST-2844,Whitefield,Chinese,200,3.8,33,Slow Delivery
REST-2845,Jayanagar,Chinese,508,3.3,4,Bad Service
REST-2846,Indiranagar,Chinese,932,3.9,55,Average Experience
REST-2847,Electronic City,South Indian,380,3.9,20,Average Experience
REST-2848,HSR Layout,Healthy/Salad,200,4.6,428,Average Experience
REST-2849,Whitefield,Biryani,540,4.1,1233,"Crowded, Slow Delivery"
REST-2850,HSR Layout,North Indian,532,3.2,230,"Bad Service, Oily"
REST-2851,Koramangala,Chinese,871,3.7,76,Average Experience
REST-2852,HSR Layout,Healthy/Salad,615,3.7,8,Average Experience
REST-2853,Koramangala,Chinese,850,3.5,10,Average Experience
REST-2854,HSR Layout,North Indian,540,3.4,195,"Bad Service, Oily"
REST-2855,Koramangala,Healthy/Salad,439,3.5,23,Average Experience
REST-2856,Jayanagar,Healthy/Salad,200,3.1,46,Bad Service
REST-2857,Indiranagar,South Indian,664,4.3,1583,Crowded
REST-2858,Indiranagar,Healthy/Salad,489,4.0,81,Average Experience
REST-2859,Whitefield,South Indian,340,3.9,62,Slow Delivery
REST-2860,Koramangala,North Indian,511,3.2,69,Bad Service
REST-2861,Whitefield,Healthy/Salad,590,3.6,367,Slow Delivery
REST-2862,Whitefield,South Indian,370,4.5,214,Slow Delivery
REST-2863,Indiranagar,South Indian,978,3.4,118,Bad Service
REST-2864,Indiranagar,Continental,547,4.4,3164,Crowded
REST-2865,Indiranagar,Healthy/Salad,389,3.5,134,Average Experience
REST-2866,Koramangala,Continental,620,3.5,83,Average Experience
REST-2867,Koramangala,Chinese,856,4.1,971,Crowded
REST-2868,HSR Layout,South Indian,547,3.5,202,Searching for Healthy
REST-2869,Electronic City,Biryani,359,3.8,355,Average Experience
REST-2870,Jayanagar,Biryani,200,3.9,227,Average Experience
REST-2871,Koramangala,North Indian,797,4.2,5185,Crowded
REST-2872,Koramangala,Chinese,487,2.9,20,Bad Service
REST-2873,Whitefield,Chinese,567,4.2,935,"Crowded, Slow Delivery"
REST-2874,Electronic City,Biryani,403,4.5,2854,Crowded
REST-2875,Whitefield,Continental,596,4.4,231,Slow Delivery
REST-2876,Electronic City,South Indian,200,3.6,132,Average Experience
REST-2877,Jayanagar,South Indian,200,3.3,36,Bad Service
REST-2878,HSR Layout,North Indian,200,4.3,2117,"Crowded, Oily"
REST-2879,Koramangala,Biryani,720,3.3,457,Bad Service
REST-2880,Indiranagar,South Indian,738,2.7,69,Bad Service
REST-2881,Koramangala,Healthy/Salad,889,3.9,0,Average Experience
REST-2882,Jayanagar,Healthy/Salad,200,3.9,173,Average Experience
REST-2883,Electronic City,Continental,561,4.2,0,Average Experience
REST-2884,Koramangala,Continental,867,4.1,371,Average Experience
REST-2885,Jayanagar,Continental,445,3.4,102,Bad Service
REST-2886,Koramangala,Healthy/Salad,1029,4.8,1409,Crowded
REST-2887,Koramangala,Chinese,785,3.3,126,Bad Service
REST-2888,Koramangala,South Indian,744,2.7,287,Bad Service
REST-2889,HSR Layout,Healthy/Salad,484,4.1,476,Average Experience
REST-2890,Koramangala,Chinese,687,4.1,215,Average Experience
REST-2891,Indiranagar,Healthy/Salad,529,3.7,73,Average Experience
REST-2892,HSR Layout,North Indian,200,3.4,140,"Bad Service, Oily"
REST-2893,Koramangala,Continental,951,4.5,246,Average Experience
REST-2894,Electronic City,South Indian,200,3.6,3,Average Experience
REST-2895,HSR Layout,Chinese,472,3.6,110,Average Experience
REST-2896,Indiranagar,Healthy/Salad,684,4.7,190,Average Experience
REST-2897,Indiranagar,Biryani,571,3.5,35,Average Experience
REST-2898,Whitefield,Chinese,403,3.7,749,"Crowded, Slow Delivery"
REST-2899,HSR Layout,Biryani,416,3.7,209,Searching for Healthy
REST-2900,Whitefield,South Indian,434,3.5,28,Slow Delivery
REST-2901,Koramangala,South Indian,945,4.9,618,Crowded
REST-2902,Koramangala,Biryani,919,3.6,28,Average Experience
REST-2903,Koramangala,Chinese,1022,4.0,184,Average Experience
REST-2904,Koramangala,North Indian,695,4.3,59,Average Experience
REST-2905,Koramangala,North Indian,401,4.0,49,Average Experience
REST-2906,HSR Layout,Chinese,200,3.2,141,Bad Service
REST-2907,HSR Layout,North Indian,319,4.0,22,Oily
REST-2908,Electronic City,Biryani,549,4.0,81,Average Experience
REST-2909,Koramangala,Chinese,1120,3.0,39,Bad Service
REST-2910,Whitefield,Chinese,320,3.1,127,"Bad Service, Slow Delivery"
REST-2911,HSR Layout,Continental,681,4.4,427,Average Experience
REST-2912,Koramangala,Chinese,650,3.1,13,Bad Service
REST-2913,Koramangala,Biryani,510,4.4,1231,Crowded
REST-2914,Jayanagar,Healthy/Salad,415,4.0,198,Average Experience
REST-2915,Koramangala,Continental,838,2.8,13,Bad Service
REST-2916,Koramangala,South Indian,792,3.3,24,Bad Service
REST-2917,HSR Layout,North Indian,420,4.3,200,Oily
REST-2918,Indiranagar,Healthy/Salad,743,3.3,3,Bad Service
REST-2919,Jayanagar,South Indian,574,4.0,12,Average Experience
REST-2920,Koramangala,Continental,1094,3.7,127,Average Experience
REST-2921,Koramangala,Biryani,587,4.1,392,Average Experience
REST-2922,HSR Layout,Healthy/Salad,479,3.9,9,Average Experience
REST-2923,Indiranagar,Biryani,1003,4.0,168,Average Experience
REST-2924,Koramangala,North Indian,815,3.6,243,Average Experience
REST-2925,Koramangala,North Indian,937,3.7,28,Average Experience
REST-2926,Koramangala,Healthy/Salad,817,4.3,635,Crowded
REST-2927,Jayanagar,Healthy/Salad,541,4.3,1941,Crowded
REST-2928,Indiranagar,Biryani,668,3.6,109,Average Experience
REST-2929,HSR Layout,Continental,396,4.1,7730,Crowded
REST-2930,Whitefield,Healthy/Salad,618,4.6,1,Slow Delivery
REST-2931,Jayanagar,Biryani,686,2.8,64,Bad Service
REST-2932,Koramangala,Biryani,643,4.1,2287,Crowded
REST-2933,Koramangala,Chinese,754,3.0,152,Bad Service
REST-2934,Indiranagar,Chinese,1470,3.6,114,Average Experience
REST-2935,Whitefield,North Indian,849,4.0,36,Slow Delivery
REST-2936,HSR Layout,Continental,822,3.9,14,Searching for Healthy
REST-2937,Indiranagar,Healthy/Salad,779,4.3,75,Average Experience
REST-2938,Koramangala,Continental,1129,3.8,33,Average Experience
REST-2939,HSR Layout,South Indian,403,3.5,19,Average Experience
REST-2940,Whitefield,Healthy/Salad,314,3.1,142,"Bad Service, Slow Delivery"
REST-2941,HSR Layout,North Indian,200,4.0,28,Oily
REST-2942,Whitefield,North Indian,216,4.1,212,Slow Delivery
REST-2943,Koramangala,Biryani,288,3.7,62,Average Experience
REST-2944,HSR Layout,Chinese,200,3.7,120,Average Experience
REST-2945,Indiranagar,South Indian,815,2.7,6,Bad Service
REST-2946,Koramangala,North Indian,702,3.2,6,Bad Service
REST-2947,Indiranagar,South Indian,1065,3.5,134,Average Experience
REST-2948,Indiranagar,North Indian,894,3.4,177,Bad Service
REST-2949,Koramangala,South Indian,902,2.6,17,Bad Service
REST-2950,Whitefield,Healthy/Salad,475,3.5,3,Slow Delivery
REST-2951,Koramangala,Healthy/Salad,770,2.6,48,Bad Service
REST-2952,Indiranagar,Biryani,862,3.1,268,Bad Service
REST-2953,Whitefield,South Indian,645,4.0,226,Slow Delivery
REST-2954,HSR Layout,Biryani,233,3.9,105,Average Experience
REST-2955,Jayanagar,Healthy/Salad,293,3.4,186,Bad Service
REST-2956,Koramangala,Chinese,828,3.2,44,Bad Service
REST-2957,Indiranagar,North Indian,718,4.6,1629,Crowded
REST-2958,Jayanagar,Healthy/Salad,320,3.7,19,Average Experience
REST-2959,Koramangala,Biryani,817,3.1,173,Bad Service
REST-2960,Whitefield,Chinese,400,4.7,2694,"Crowded, Slow Delivery"
REST-2961,Koramangala,Healthy/Salad,923,4.1,361,Average Experience
REST-2962,HSR Layout,Healthy/Salad,350,4.0,213,Average Experience
REST-2963,HSR Layout,Biryani,242,4.6,3457,Crowded
REST-2964,Koramangala,Chinese,1087,3.6,279,Average Experience
REST-2965,HSR Layout,Biryani,200,4.2,1811,Crowded
REST-2966,Electronic City,Biryani,253,4.5,225,Average Experience
REST-2967,Koramangala,Healthy/Salad,322,3.8,100,Average Experience
REST-2968,Indiranagar,Healthy/Salad,695,2.8,75,Bad Service
REST-2969,Jayanagar,Continental,200,3.6,24,Average Experience
REST-2970,Whitefield,Biryani,218,3.3,135,"Bad Service, Slow Delivery"
REST-2971,Koramangala,Biryani,636,3.6,40,Average Experience
REST-2972,HSR Layout,Biryani,235,2.9,226,Bad Service
REST-2973,Indiranagar,North Indian,675,3.4,68,Bad Service
REST-2974,HSR Layout,Healthy/Salad,661,3.6,19,Average Experience
REST-2975,Jayanagar,Healthy/Salad,205,4.0,107,Average Experience
REST-2976,Indiranagar,Chinese,763,3.5,68,Average Experience
REST-2977,Indiranagar,Healthy/Salad,702,3.7,13,Average Experience
REST-2978,Jayanagar,North Indian,761,3.3,157,Bad Service
REST-2979,Whitefield,Continental,471,4.1,201,Slow Delivery
REST-2980,Whitefield,Healthy/Salad,295,3.6,398,Slow Delivery
REST-2981,Electronic City,South Indian,450,4.3,12,Average Experience
REST-2982,Whitefield,Healthy/Salad,337,3.8,84,Slow Delivery
REST-2983,Indiranagar,Healthy/Salad,623,4.2,597,Crowded
REST-2984,Koramangala,Continental,996,3.6,105,Average Experience
REST-2985,Indiranagar,South Indian,670,3.2,172,Bad Service
REST-2986,Electronic City,Chinese,200,4.7,58,Average Experience
REST-2987,Koramangala,South Indian,825,3.8,25,Average Experience
REST-2988,Jayanagar,Chinese,200,3.3,7,Bad Service
REST-2989,Koramangala,South Indian,848,3.8,152,Average Experience
REST-2990,HSR Layout,Biryani,200,4.1,1026,Crowded
REST-2991,Koramangala,Chinese,796,2.8,48,Bad Service
REST-2992,Koramangala,Continental,835,3.5,36,Average Experience
REST-2993,Indiranagar,Biryani,693,3.2,187,Bad Service
REST-2994,Indiranagar,Biryani,893,4.5,401,Average Experience
REST-2995,Whitefield,North Indian,419,3.7,36,Slow Delivery
REST-2996,HSR Layout,Chinese,272,3.1,37,Bad Service
REST-2997,Electronic City,Healthy/Salad,200,4.2,405,Average Experience
REST-2998,Jayanagar,Continental,703,3.7,160,Average Experience
REST-2999,Whitefield,Biryani,344,3.6,222,Slow Delivery
